sentence_id	n	p	v	n_first_index	n_last_index	p_first_index	p_last_index	v_first_index	v_last_index	sentence_text
38407902	ghost	up	gives	22	22	20	20	19	19	It plays for a bit , he thumps it ; it plays a few bars more and then it gives up the ghost .
38410042	selfishness	up	gives	6	6	5	5	4	4	It preaches that one gives up selfishness in love , not expecting anything in return .
38431651	position	up	gave	12	12	10	10	9	9	In Ottoman service -LRB- 1915-1916 -RRB- Soon afterward Goltz gave up that position and became a military aide to the -LRB- essentially powerless -RRB- Sultan Mehmed V .
38454588	independence	up	giving	10	10	7	7	6	6	In some cases , this means giving up some personal independence , but in urban areas often means relying more on public transportation .
38459580	opposition	up	gave	17	17	15	15	14	14	In response to Soviet , British , and American pressures , King Michael eventually gave up his opposition to the communist government and stopped demanding its resignation .
38464203	income	up	gave	9	9	7	7	6	6	In response to this , Damodar gave up an income of 50 , 000 Indian rupees to provide for the future of his wife , and continued to live and work with the Theosophical founders .
38478134	seat	up	give	11	11	9	9	8	8	Inspired by the refusal of Rosa Parks to give up her seat on a bus in Alabama and the ensuing Montgomery Bus Boycott , the activists decided on a bus boycott in Bristol .
38480461	trade	up	gave	22	22	20	20	19	19	In spite of being something of a musical prodigy , he originally trained as a weaver , but eventually gave up that trade to become a full-time musician .
38481020	charge	up	give	12	12	11	11	10	10	In spite of giving repeated warnings by the authorities to give up charge of the Armory , the agitators did not give up arms , but , instead , resorted to violence .
38483197	gardening	up	gave	10	10	9	9	8	8	In spite of paternal opposition , Elysee Maclet gave up gardening for art .
38483211	lifestyle	up	give	37	37	31	31	30	30	In spite of Peter and Mary Jane ' s mutual worry that they were marrying too early , Peter ' s concern for her safety , and her unwillingness to give up her `` party girl '' lifestyle , they married .
38483312	presidency	up	give	14	14	12	12	11	11	In spite of putting a strong resistance Arias was forced to give up the presidency in Comayagua .
38483817	hope	up	give	17	17	16	16	15	15	In spite of that , his mother , Xiufen -LRB- Carole Lin -RRB- does not give up hope on him .
38489651	fight	up	give	21	21	19	19	18	18	In some instances , the Commission doled out government offices to persuade leaders of the resistance movement to give up the fight .
38502847	spot	up	giving	7	7	3	3	2	2	Instead of giving up Pinocchio ' s spot to Snow as the Blue Fairy asks , Geppetto sends his son ahead and asks him to protect the child and get her to believe when the time is right .
38502848	race	up	giving	5	5	3	3	2	2	Instead of giving up the race , the Mexican government requested help from Southern California Off-Road Enterprises -LRB- SCORE -RRB- in hosting and promoting future Baja races .
38503953	right	up	gives	14	14	12	12	11	11	Instead of inheriting her family hold of Ruatha , Lessa reluctantly gives up her right as heir to Jaxom , son of her distant cousin Gemma , whom Fax had married to give his claim to Ruatha some form of legitimacy .
38506615	run	up	gave	9	9	4	4	3	3	Instead , he gave up a game-tying two-run home run to Fred McGriff , and the AL lost in ten innings .
38508874	primacy	up	gave	28	28	26	26	25	25	Instead , he suggested , it referred to the institution of the Malay monarchs , who had once been the `` masters '' , but gave up their primacy when the Federal Constitution was adopted at independence .
38509120	location	up	gives	17	17	12	12	11	11	Instead he tortures Roland with bullets to the kneecaps until he gives up the warehouse ' s location and then delivers a fatal gunshot to Roland ' s abdomen .
38509495	editing	up	gave	12	12	11	11	10	10	Instead , he was bitten and we notice that he gave up editing soon afterwards .
38515824	role	up	giving	9	9	7	7	6	6	Instead , Lesser tricked Pierce into giving up the role .
38533791	position	up	give	13	13	10	10	9	9	It seems a hardship for a career politician to give up the powerful position of Speaker just to act as President for a short time , but the law seems to require he resign as US Representative , not just as Speaker .
38536886	hockey	up	gave	6	6	4	4	3	3	It seems he gave up playing hockey when his International career ended but became president of Monkstown in 1919 .
38536899	hope	up	given	6	6	5	5	4	4	It seems he had given up hope of receiving more transport vehicles .
38537271	discussion	up	gave	12	12	11	11	10	10	It seems Hmib stopped thinking -LRB- if any -RRB- and gave up discussion .
38537542	investigation	up	gives	17	17	15	15	14	14	It seems impossible for her to ascertain who is her father and finally she gives up the investigation , refusing the protection of the man who really is her father .
38546808	struggle	up	giving	15	15	13	13	12	12	It ' s not about being better , it ' s about giving up the struggle to be different from who you are .
38547040	ghost	up	given	55	55	53	53	52	52	It ' s not a case of the same piece of film being opened and closed multiple times , as it will happen with a fresh piece of film - after a certain period of time , when I go back to the fridge to get it out , it ' s given up the ghost and gone all loose .
38549414	stage	up	gave	10	10	8	8	7	7	It ' s not clear when he gave up the stage to devote himself to painting .
38559985	conscience	up	gave	33	33	5	5	4	4	It seems that he gave up this dubious trade after a year , either for fear of the Laws of the Indies , which forbade such enslavement , or because of a guilty conscience .
38560476	copyright	up	giving	32	32	30	30	29	29	It seems that in order to have the current copy -LRB- cleared by our team -RRB- approved by Wikipedia I will need to adhere a note on our website giving up the copyright which is not possible .
38566939	land	up	gives	17	17	9	9	8	8	It seems to be about a woman who gives up money , title , a manor and land for true love , which is in sharp contrast with the woman in the show , who apparently is in a loveless marriage specifically for money , land , a manor and a title .
38569683	alcohol	up	giving	19	19	18	18	17	17	It took her four months between the pilot and the second episode to lose 25 pounds , giving up alcohol , increasing her workouts and following a macrobiotic diet -LRB- no meat , dairy or processed sugar -RRB- .
38570629	practice	up	giving	27	27	23	23	22	22	It took many of Sauer ' s fellow practitioners by surprise when he suddenly closed his office in Philadelphia in 1979 , giving up a successful private practice and moving on to a full-time academic career as Head of Architecture at Carnegie Mellon University .
38576486	hope	up	gave	9	9	8	8	7	7	It took several more years before Falle gave up hope that her husband would change .
38576560	pantheon	up	give	20	20	18	18	17	17	It took several years of dogged persuasion for the Christian practices to discourage the Zapotec people to give up their pantheon of idolatry , shamanistic and cannibalistic practices of the Mesoamerican religion , which was denigrated by the Church .
38577031	defence	up	giving	20	20	18	18	17	17	It took the character of a movement asserting the existence of Wallonia and a Walloon identity without giving up the defence of French .
38577177	crime	up	give	22	22	21	21	20	20	It took the form of dialogue between him and his long suffering partner ; her trying to persuade him to give up crime and him explaining `` Honesty looks good on you , its not for fools like me , I ' ve felt its hands around my neck and I could not start to breath '' .
38579756	practice	up	give	16	16	14	14	13	13	It traces the story of a doctor who falls ill and has to give up his practice .
38593770	life	up	given	11	11	9	9	8	8	It was built to tribute the martyrs who given up their life for language .
38610255	territory	up	give	12	12	11	11	10	10	It was deemed necessary around this point in time to give up territory on the Lower Mainland to keep Vancouver Island part of British North America .
38611051	life	up	gave	22	22	20	20	19	19	It was also used to cut the Goddess Sati , consort of Lord Shiva into 51 pieces after she gave up her life by throwing herself in a yagna -LRB- worshipful fire ritual -RRB- which was held at his father ' s place .
38630815	liberty	up	give	16	16	14	14	13	13	It was a quote by Benjamin Franklin which says `` They that can give up essential liberty to obtain a little temporary safety deserve neither liberty nor safety .
38654055	outcome	up	given	9	9	6	6	5	5	It seems you have not given up your desired outcome which , no doubt , you consider `` improving Wikipedia '' .
38677380	garbage	up	giving	28	28	26	26	25	25	Its author , Yoshikatsu Fujita , developed the Ypsilon implementation to satisfy the need for a real-time Scheme implementation suitable for computer game development without giving up a garbage collected dynamic interpreter .
38681230	reporting	up	gave	8	8	5	5	4	4	It says that he gave up the traffic reporting on Aug 10th this year .
38684291	bit	up	gave	12	12	10	10	9	9	It ' s been about 6 months since I gave up the bit .
38686518	status	up	given	20	20	17	17	16	16	It should be noted that for various internal and external reasons , Jimbo has pretty much given up any special status , in all but name , here at Wikipedia .
38688458	pretext	up	given	15	15	13	13	12	12	It should be noted that the spring event sponsored by Marshalls has given up the pretext of being a competition and has been just a showcase for the past two seasons .
38689567	privacy	up	giving	32	32	29	29	28	28	It should be patently obvious that I can not maintain privacy and explain why I am doing that and how , because I could only do so by giving up that very privacy that I am protecting .
38690264	control	up	give	24	24	23	23	22	22	It should be recognized that franchising is one of the only means available to access venture investment capital without the need to give up control of the operation of the chain and build a distribution system for servicing it .
38698595	sort	up	gave	23	23	21	21	20	20	It ' s already been explained to him -LRB- by admin Beeblebrox -RRB- on his talk page by that he gave up any sort of `` ownership '' or special privilege concerning those images the moment he uploaded them .
38771209	electron	up	give	41	41	36	36	35	35	Its permethylated analogue decamethylcobaltocene -LRB- Co -LRB- C5Me5 -RRB- 2 -RRB- is an especially powerful reducing agent , due to inductive donation of electron density from the 10 methyl groups , prompting the cobalt to give up its `` extra '' electron even more so .
38791119	silence	up	give	17	17	15	15	14	14	It was noted at the time that this would force the enemy either to give up radar silence , making submarines easy to locate but harder to approach , or for observers to use binoculars continually .
38792102	information	up	gave	8	8	9	9	6	6	It was not explicitly said who gave the information up .
38794153	inheritance	up	gave	11	11	8	8	7	7	It was not my work that you gave up your patrimonial inheritance to me .
38796971	autonomy	up	give	30	30	25	25	24	24	It was not until 1559 and the Last Feud between the King of Denmark and the Ditmarsians that the free peasants were forced to give up their political and religious autonomy by the successful invasion commanded by Count Johan Rantzau from Steinburg , one of the best strategists of the time .
38797757	brigade	up	gave	14	14	10	10	9	9	It was not until 1929 that the Fire Society gave up its last private brigade , in Worcester , to the municipal authorities .
38810143	doctrine	up	gave	13	13	10	10	9	9	It was only in 1937 that the Supreme Court gave up the laissez-faire doctrine as it decided a landmark case , National Labor Relations Board v .
38810243	studio	up	gave	10	10	8	8	7	7	It was only in 1980 that he gave up his studio in New York altogether and settled permanently in Pawling , traveling but once a year to France to visit old friends .
38810501	land	up	gave	12	12	10	10	9	9	It was only in the 1930s that the College gave up the land at the end of Mayfield Road , preferring to expand eclectically westwards toward Alness Road .
38811141	strike	up	gave	24	24	22	22	21	21	It was only on the 116th day of their fast , on October 5 , 1929 that Bhagat Singh and Dutt gave up their strike -LRB- surpassing the 97 day world record for hunger strikes which was set by an Irish revolutionary -RRB- .
38811742	work	up	give	11	11	9	9	8	8	It was only then that Kirsten decided to give up her work in the bank and embark on a full-time career in entertainment with Hot Eyes .
38811994	walk	up	giving	22	22	20	20	19	19	It was only the third instance in modern baseball history in which a team swept a four-game series without giving up a walk .
38827850	daughter	up	given	11	11	16	16	15	15	It was quickly learned that Danielle was actually Amy , the daughter that Ronnie had given up as a teenager .
38830641	option	up	gave	24	24	22	22	21	21	It was re-announced in 2006 , when producer Jerry Bruckheimer announced his intention to resurrect the franchise , though he eventually gave up his option to produce the film , instead passing production duties to Lorenzo di Bonaventura .
38846293	money	up	give	32	32	31	31	30	30	It was often for this reason that kings supported the Jews , and even objected to them becoming Christians -LRB- because in that case they could not be forced to give up money won by usury -RRB- .
38874949	throne	up	gave	38	38	35	35	34	34	It was probably a commission for Philip II of Spain , remaining in his successors ' collection until 1813 , when it seems to have been taken to France by Joseph Bonaparte after he gave up the Spanish throne - after several private owners , it is now held at the Fitzwilliam Museum in Cambridge .
38907008	hit	up	gave	16	16	13	13	12	12	It was nearly a double no-hitter , as Cubs pitcher Bob Hendley gave up only one hit , a bloop double to left-fielder Lou Johnson in the seventh inning that did not figure in the scoring .
38908874	licence	up	gave	14	14	11	11	10	10	It was never very successful and in 1977 it voluntarily gave up its banking licence .
38912420	fighting	up	gave	22	22	21	21	20	20	It was not a formal treaty between nations but an informal agreement between rival military forces in which the Californios gave up fighting .
38915533	idea	up	give	31	31	29	29	28	28	It was Gandhi , after learning that the penicillin had to be administered by injection every four to six hours , who finally persuaded his youngest son to give up the idea .
38919765	dream	up	give	7	7	5	5	4	4	It was hard to give up my dream of becoming an artist , but watching Boa sunbae was a huge turning point for me .
38930307	fighting	up	give	8	8	6	6	5	5	It was his intention to give up gang fighting and drugs so that he could devote his time to this new People ' s Movement .
38931831	woodworking	up	give	14	14	13	13	12	12	It was his work with Broken Social Scene that allowed Collett to give up woodworking and become a full-time musician .
38937066	wealth	up	gave	11	11	8	8	7	7	It was in 1802 that Edmund Rice gave up his personal wealth and by 1822 he had become the founder of the Presentation Brothers and the Congregation of Christian Brothers .
38937202	industry	up	gave	11	11	8	8	7	7	It was in 1892 that Hubbard suddenly gave up the soap industry and decided to become a writer .
38937439	painting	up	give	16	16	15	15	14	14	It was in 1951 , when Marisol discovered Pre-Columbian artifacts that she decided to give up painting and attend her focus to sculpture .
38974427	improvisation	up	give	10	10	9	9	8	8	It was during that time he tried to give up improvisation and abandoned the new classicism style of poems such as Hymn to Liberty and Ode to the death of Lord Byron .
38975969	draft	up	giving	54	54	51	51	50	50	It was during this era that the Swans picked up the likes of Paul Williams , Barry Hall , Craig Bolton , Darren Jolly , Ted Richards , Peter Everitt , Martin Mattner , Rhyce Shaw , Shane Mumford , Ben McGlynn and Mitch Morton , amongst others , and giving up higher order draft picks meant the Swans missed out on the likes of Daniel Motlop , Nick Dal Santo , James Kelly , Courtenay Dempsey and Sam Lonergan who went to , , and the latter two to respectively .
38976921	lifestyle	up	give	28	28	25	25	24	24	It was during this period that she began to reevaluate her career choices and during a interview admitted that she not only wanted to give up her secular lifestyle which included her failed marriage to Summers -LRB- whose union resulted in a daughter , Rio , born 1990 -RRB- , but also her dependency on drinking .
38987600	differentiation	up	gives	17	17	15	15	14	14	It was J u rgen Habermas who recently stressed the anthropological consequences if mankind gives up the differentiation of `` coming into being '' and `` making '' .
38992096	right	up	given	25	25	23	23	22	22	It was largely on this basis that he legitimized the overthrow of the Goryeo dynasty , arguing that the Goryeo rulers had given up their right to rule .
38993678	ship	up	give	36	36	34	34	33	33	It was later alleged that he left the Lawrence after the surrender ; but Perry had actually taken down only his personal pennant , in blue bearing the motto , `` Do not give up the ship '' , the last reported words of Captain James Lawrence of the frigate USS Chesapeake .
39025017	career	up	gave	17	17	12	12	11	11	It was love at first sight for Wilkinson and he promptly gave up a promising rugby league career and invested his savings in a battered old belt driven Rudge .
39096112	position	up	giving	10	10	8	8	7	7	It stayed there for one week before giving up the position to UB40 ' s `` Red Red Wine '' .
39107044	throne	up	gave	9	9	7	7	6	6	It ' s known that he gave up the throne for her .
39109845	game	up	gave	21	21	19	19	18	18	It ' s later revealed that she played soccer as a little girl in the US , but gave up the game after her childhood friend Ichinose was in a horrible car accident .
39110500	tradition	up	give	9	9	7	7	6	6	Its leaders did not want to give up the tradition of hereditary chiefs for an elected government or give up any control to the Tribe .
39110500	control	up	give	21	21	19	19	18	18	Its leaders did not want to give up the tradition of hereditary chiefs for an elected government or give up any control to the Tribe .
39119664	daughter	up	giving	12	12	9	9	8	8	It tells the story of a poor couple giving up their only daughter to -LSB- Mary -RSB- who offers to take care of her in heaven .
39119766	work	up	give	13	13	12	12	11	11	It tells the story of a suburban couple who decide to give up work and become self-sufficient in their suburban backyard .
39119781	stage	up	give	14	14	12	12	11	11	It tells the story of a theatre star who attempts to give up the stage for love , but is unable to fit into conventional society .
39138443	editing	up	give	14	14	13	13	12	12	It ' s so slow I ' m going to have to give up editing for the time being .
39159123	adminship	up	give	21	21	20	20	19	19	It ' s a kind of analogy to the way users used to be able to `` voluntarily '' give up adminship before the arbcom could strip them of it .
39160966	attitude	up	give	6	6	5	5	4	4	It recognizes the never give up attitude that has led to inspiring and remarkable achievements in all of sports from high school to the professionals .
39162696	item	up	giving	10	10	7	7	6	6	It refers to a discount when giving up your old item when buying a new one .
39167980	power	up	give	21	21	19	19	18	18	It remained in opposition during the Ratsiraka regime and was part of the movement that forced him to give up his power in 1991 .
39182737	editor	up	giving	24	24	22	22	21	21	I try to help people , and through my actions I hope that others are more productive - - so in giving up one editor -LRB- myself -RRB- to spend time helping others I sincerely hope that I am helping many more people remain , or stay interested in , the encyclopedia .
39208429	fight	up	give	35	35	33	33	32	32	It ' s hard to tell whether Kearns is being noble or stupid , and halfway through the movie , most sane people in the audience will be rooting for him to give up his fight .
39218867	bit	up	giving	15	15	13	13	12	12	It should also be noted that this incident lead to an admin giving up his bit .
39223787	information	up	give	16	16	15	15	14	14	It remains to be seen whether the courts think that banks are obliged to give up information about taxpayers that the taxpayers wo not , on our voluntary disclosure system , give up .
39228292	lease	up	giving	24	24	22	22	21	21	It reported that the 1870 Act gave the tenant no real protection because compensation for improvements could only be claimed on giving up the lease , and tenants saw themselves as forced to accept rent increases to avoid sacrificing what they had put into their holdings .
39234828	academism	up	give	35	35	33	33	32	32	It results from the bursting of the section of Architecture of the E cole Nationale Sup e rieure of the fine arts because a group of teachers and students had wanted to give up the academism , had wanted to convene other disciplines that that of the only project , that one crosses the disciplines , that one proceeds by analogy , by mutual enrichment , in order to give the conscience of architecture and his limits in his implications historical , ideological , sociological , philosophical .
39258338	ship	up	give	25	25	23	23	22	22	Its county seat is Ironton and is named for James Lawrence , the naval officer famous for the line `` do not give up the ship '' .
39291173	Melayu	up	giving	24	24	22	22	21	21	It was eventually decided that a `` bargain '' would be forged between the Malays and non-Malays ; in return for giving up ketuanan Melayu -LRB- referred to as the Malays ' special position -RRB- , the Malays would receive assistance from the non-Malays in closing the economic gap between the impoverished and overwhelmingly rural Malays with the substantially better off and urban non-Malays .
39294336	territory	up	giving	15	15	13	13	12	12	It was extended at both ends from time to time , before giving up its territory to newer lines in 1932 .
39295624	time	up	give	19	19	16	16	15	15	It was fantastic for such a well-known television star to offer to come here and give up his free time .
39316784	territory	up	give	36	36	34	34	33	33	It was assumed that the Governor would abandon the city and then a peace treaty would be offered which would guarantee free trade and other economic benefits for the British and he would give up the territory of Dhaka and Chittagong .
39319002	struggle	up	given	25	25	23	23	22	22	It was a terrible performance for a man of his class , but although he had suffered and suffered he had not given up the struggle .
39321888	cover	up	gave	12	12	10	10	9	9	It was at that point that the air marshals gave up their cover and pursued him out the door and up the jet bridge .
39324982	doctrine	up	give	27	27	25	25	24	24	It was Einstein ' s belief that in the `` struggle for the ethical good , teachers of religion must have the stature to give up the doctrine of a personal God , that is , give up that source of fear and hope '' and cultivate the `` Good , the True , and the Beautiful in humanity itself .
39324982	source	up	give	39	39	37	37	36	36	It was Einstein ' s belief that in the `` struggle for the ethical good , teachers of religion must have the stature to give up the doctrine of a personal God , that is , give up that source of fear and hope '' and cultivate the `` Good , the True , and the Beautiful in humanity itself .
39336091	concentrate	up	give	17	17	13	13	12	12	It was at this point that label boss Martyn Norris decided to give up his job and concentrate on Almighty full-time .
39400758	career	up	gave	15	15	13	13	12	12	It was a gift of Don Juan Lopez , a captain who gave up the career of the sword , for that of charity .
39402392	life	up	gave	17	17	13	13	12	12	It was a harsh shock for El z bieta Dmoch , who gave up public and artistic life .
39409718	sceptre	up	gave	15	15	13	13	12	12	It was also a place of pilgrimage , and many Irish princes gave up the sceptre and returned to Lismore to end their lives in prayer and penance .
39416956	seat	up	give	13	13	11	11	10	10	It therefore came a surprise when he announced he would give up his seat after only two terms to challenge three-term Democratic U .
39419192	sword	up	give	8	8	6	6	5	5	Itt o is forced to give up his sword and take his place as a hostage in the village .
39419453	search	up	give	6	6	4	4	3	3	Itt o must give up his search rather than risk an entanglement with the men , so he travels on alone .
39425461	career	up	giving	11	11	8	8	7	7	It was also rumored that he was giving up his acting career for pursuing a political career .
39432433	space	up	give	8	8	5	5	4	4	It was also to give up excess warehouse space in and near towns to a new company , the Malawi Agricultural Warehousing and Trading Company -LRB- MAWTCO -RRB- , which would then lease warehouse space to the private sector .
39435476	sampling	up	given	23	23	22	22	21	21	It uses samples and scratches as the foundation of most the group ' s tracks , whereas many modern artists have given up sampling in favor of self-made beats and song elements .
39470432	resistance	up	gave	11	11	9	9	8	8	It was also at The Hague that France gave up its resistance against the accession of the United Kingdom to the EEC .
39481479	run	up	give	19	19	17	17	16	16	It was also part of a streak of 45 straight innings in which Young did not give up a run , which was then a record .
39508051	textbook	up	gave	4	4	9	9	8	8	Its taken from a textbook , which I gave up along with that field .
39513168	sword	up	give	20	20	18	18	17	17	It stars Bollywood actor Irrfan Khan as Lafcadia , a warrior in feudal Rajasthan who attempts to give up the sword .
39519730	post	up	gave	4	4	2	2	1	1	Maybach gave up his post as president of the toothless Reich Railway Office in 1876 and was nominated as Under Secretary of State in the Prussian Ministry of Trade .
39526713	thing	up	give	8	8	6	6	5	5	Maybe I just need to give up this thing .
39527952	dream	up	give	7	7	4	4	3	3	Maybe I should give up this silly dream of mine about becoming this great star and actually get a real job .
39532696	exchange	up	giving	7	7	5	5	4	4	Maybe Novikov felt like giving up the exchange to get some counterplay because if he does not play h5 White has all the play .
39533099	territory	up	give	8	8	6	6	5	5	Maybe only Montenegrins did not give up any territory .
39553098	smoking	up	giving	16	16	15	15	14	14	Maybe the idea that smokers are thinner is backwards logic from the observation that giving up smoking makes people put on weight .
39560380	campaign	up	given	7	7	4	4	3	3	Maybe you have given up your foolish campaign .
39564716	shroud	up	giving	28	28	26	26	25	25	May 23 , 1999 13 Spawn begins feeling regret about abandoning his former mentor , Major Forsberg , as Cogliostro attempts to talk him into giving up the shroud .
39568072	walk	up	giving	40	40	38	38	37	37	May 28 , 2006 saw Bonds pass Ruth on the all time home run list as he hit his career number 715 off Colorado Rockies pitcher Byung-Hyun Kim -LRB- who himself has a history with the Yankees giving up two walk off home runs to them in the 2001 World Series when he was with the Arizona Diamondbacks -RRB- .
39576326	practice	up	giving	20	20	17	17	16	16	Maya Deren and Marcel Duchamp envisaged in his Fourteenth Street studio but never completed , Deren giving up formal art practice upon her initiation into Vodou .
39577703	daughter	up	give	9	9	6	6	5	5	May also forces Honey to give up her baby daughter , Violet , to the care of distant relatives , telling her that the judge would find her unfit should she try to fight it .
39579132	photography	up	gave	3	3	2	2	1	1	Maxwell-Lyte gave up photography when he moved with his family to Dax .
39628727	possession	up	gave	5	5	3	3	2	2	Maverick eventually gave up his possession in Noddle ' s Island and moved to New York .
39629782	ship	up	give	6	6	4	4	3	3	Mavromicalli agreed to give up his ship and the British then seized her .
39634171	identity	up	gave	5	5	2	2	1	1	Max gave up his Screech identity and chose to defend the defendants in the Jury ' s trials .
39634235	money	up	gives	6	6	2	2	1	1	Max gives up his business and money to his wife and the movie ends as he meditates on how a real attack has freed him from paranoia .
39634236	throne	up	gives	4	4	2	2	1	1	Max gives up his throne because they ' re a group and their lives are in danger , he ca not make all the decisions anymore and after all , he never really considered himself as the king nor the leader and they all have the right to choose what they want to do with their life .
39640059	gift	up	give	6	6	4	4	3	3	Maximus decides to give up his gift and he and Rene slip away into obscurity .
39642494	art	up	give	20	20	18	18	17	17	Max must decide whether to swallow his pride and dance the way the man wants , or give up his art once and for all and return to a life of crime .
39649334	power	up	give	22	22	20	20	19	19	M a ty a s claims his older brothers , Duke Mahael and Count Teymuraz , are unwilling to give up the power they have wielded in Liam ' s absence and they plan to assassinate the young king during his coronation .
39649933	team	up	give	8	8	6	6	5	5	Mauch initially suggested that Heinkel give up his team to Daimler-Benz , but instead settled for Heinkel ' s suggestion that they buy Hirth and move the work there .
39650431	seat	up	gave	4	4	2	2	1	1	Maude gave up his seat at the 1983 UK general election , and was elevated to the House of Lords as a life peer , Baron Maude of Stratford-upon-Avon in the County of Warwickshire later that year .
39651180	attempt	up	gave	26	26	22	22	21	21	Mauduit needed to be rescued by Ed Viesturs and Scott Fischer on descent from K2 in 1992 , Viesturs and Fischer gave up their own summit attempt of K2 at the time in order to get Mauduit , who had become snow blind , to safety .
39656091	position	up	give	22	22	17	17	16	16	Maurice asks Alec to stay with him , and indicates that he knows he has to give up his social and financial position , even his class status .
39661133	career	up	gave	27	27	24	24	23	23	Many of the British business people in late 19th century Russia prospered and were able to plan for early retirement ; Aylmer Maude gave up his trading career before he reached 40 .
39664412	freedom	up	giving	24	24	22	22	21	21	Many of the Dark criminals in the Harry Potter universe first duel with the Aurors sent to arrest them before finally giving up their freedom .
39664536	right	up	gave	13	13	11	11	10	10	Many of the deeds to mineral interests contained waivers which gave up the right to claim damages to the surface interest , in the event that mining caused damage to the surface interest .
39665996	time	up	gave	15	15	13	13	12	12	Many of the employers who attended the ' Business Breakfast ' launch gave up their time to join in with or lead the activities .
39680199	view	up	give	30	30	28	28	27	27	March 2007 -LRB- UTC -RRB- `` That seems to pretty clearly to say that we are not going to have an agreement until we `` proponent '' give up our view of EVP for this article .
39681499	article	up	give	13	13	11	11	10	10	March 2008 -LRB- UTC -RRB- I ' m willing to give up the article .
39684763	copyright	up	giving	12	12	10	10	9	9	Many people mistakenly think that licensing for Wikipedia is giving up the copyright .
39685419	hope	up	give	35	35	34	34	33	33	Many people say he ran away with another woman , or has died , but Sapphy and her brother , Conor , who is two years older than she is , refuse to give up hope and secretly promise to never stop looking for him .
39685938	hope	up	give	25	25	24	24	23	23	Many people thought that this gruesome discovery explained the fate of the -LSB- Thomas -RSB- Grindell party , but still I would not give up hope .
39690294	part	up	give	21	21	19	19	18	18	Many Polytheistic Reconstructionists see Reconstructionism as the older current in the Pagan community , and are unwilling to give up this part of their history simply because eclectic movements are currently more fashionable .
39697961	score	up	giving	27	27	25	25	24	24	Many of the same players from that 1910 reunited in 1912 , under the leadership of John Roche , they won eight games without giving up a score .
39701507	work	up	give	23	23	22	22	21	21	Many of these families are living on a low income or on social welfare benefits , as they are forced to give up work to look after their sick or disabled child , and rarely , if ever , get the chance to enjoy a family holiday together .
39701510	work	up	give	18	18	17	17	16	16	Many of these families are on a low income or benefits as they are forced to give up work to look after their sick or disabled child , and as such rarely , if ever , get the chance to enjoy a family holiday together .
39707485	seat	up	give	29	29	27	27	26	26	Many of their efforts were acts of non-violent civil disobedience aimed at disrupting the enforcement of racial segregation rules and laws , such as refusing to give up a seat in the black part of the bus to a white person -LRB- Rosa Parks -RRB- , or holding sit-ins at all-white diners .
39711642	education	up	give	13	13	12	12	11	11	Many of them had excellent school reports , but had to give up education to seek work to support their family .
39711805	hunting	up	given	6	6	5	5	4	4	Many of them have given up hunting and adhered to laws that aimed to protect wildlife in the People ' s Republic of China .
39713962	control	up	give	7	7	6	6	5	5	Many of them will not give up control of their images in such a wholesale fashion , and they have otherwise been major Wikipedia supporters .
39719352	area	up	gave	23	23	7	7	6	6	Many of the Shammar in Iraq gave up the nomadic life to settle in major cities , especially the Jazirah plain , the area between the Tigris and Euphrates from Baghdad to Mosul .
39731046	language	up	given	8	8	5	5	4	4	Many Tibeto-Burman speakers have given up their ethnic language and adopted the Indo-Aryan language .
39734218	livelihood	up	giving	7	7	4	4	3	3	Many tribal are giving up their traditional livelihood and taking up farming and cattle rearing in the forest areas causing un-repairable damage to forests .
39757759	occupation	up	given	7	7	4	4	3	3	Many Pamaria have given up their traditional occupation and are wage labourers .
39764773	apartheid	up	give	9	9	8	8	7	7	Many white South Africans were unwilling to give up apartheid and realised that South Africa would have to go it alone if it was to pursue its racial policies .
39766165	freedom	up	give	8	8	5	5	4	4	Many women refused to give up their newfound freedom , creating a massive crisis in formerly naturalized definitions of masculinity and feminity .
39768055	badminton	up	give	20	20	19	19	18	18	Many years ago , Wei Zhong encountered an accident that caused an irreversible injury , forcing him to give up badminton forever , while allowing his main rival and best friend , Qi Jun -LRB- Johnson -RRB- to not only step up but also end up marrying his college sweetheart , Chen Rou -LRB- Stella -RRB- .
39771746	authority	up	giving	22	22	20	20	19	19	M a ori believed they ceded to the Crown a right of governance in return for protection , without giving up their authority to manage their own affairs .
39780628	drinking	up	give	7	7	6	6	5	5	Merge that he had to give up drinking is important part of his life story and a number of biographers have persuasively made the claim that his success with alcohol effected his world view , self belief , etc .
39783464	ghost	up	gave	24	24	22	22	21	21	Merge to Carolina Ghostriders since they were essentially a shadow road team used to fill out the schedule after the Ghostriders gave up the ghost -LRB- so to speak -RRB- .
39792900	membership	up	give	10	10	8	8	7	7	Members elected to the executive have to give up their membership of the provincial council .
39798579	preference	up	give	10	10	4	4	3	3	Members need not give up their cultural identity or religious preference to follow this path .
39802189	amendment	up	give	10	10	7	7	6	6	Members of the armed forces certainly give up some 1st amendment rights -LRB- e .
39809082	influx	up	gave	14	14	5	5	4	4	Merge and delete I gave up on this one awhile ago ; a constant influx of crap .
39820890	territory	up	give	20	20	18	18	17	17	Mexican politicians argued for continuing the war and stressed their reluctance to endorse any agreement that would give up national territory .
39823561	half	up	give	14	14	11	11	10	10	Mexico City and forced the newly founded Mexican Republic to give up its northern half , including the later Arizona .
39824641	hit	up	giving	6	6	3	3	2	2	Mexico , giving up just one hit and no runs over three innings .
