sentence_id	n	v	v2	n_first_index	n_last_index	v_first_index	v_last_index	v2_first_index	v2_last_index	sentence_text
45869117	immersion	stand	can	14	14	13	13	12	12	Plastic labels with resin ribbons will survive outside in full sunlight , can stand immersion in water and may be resistant to chemicals and oils dependent on type .
46863196	sunlight	stand	can	16	16	15	15	13	13	Reflux is a Knaaren , a race of invincible , ruthless warriors who can not stand sunlight , who gives up his invincibility while stealing the scepter from the Leptys .
46913810	opinion	stand	can	16	16	6	6	4	4	Religious and political beliefs can often stand in the way of a person ' s objective opinion .
47502898	pain	stand	ca	25	25	23	23	21	21	Rachel gets a heart tattooed on her hip , but Phoebe ends up getting only a tiny blue dot because she ca not stand the pain of the needles .
48482785	shock	stand	can	52	52	50	50	48	48	Owing to its size , an army of Moghul horse could , for the moment , meet the attack of a small compact body by a portion only of its total strength , and since as against disciplined cavalry an equal front of an irregular body of troops can never stand the shock of an attack , the Moghuls were bound to give way .
48839609	Ago	Stand	Ca	64	64	50	50	48	48	Other Sue hitmakers included Baby Washington with ' Handful Of Memories ' , ' That ' s How Heartaches Are Made ' , ' Leave Me Alone ' , ' Only Those In Love ' and others , and the Soul Sisters , who scored with ' I Ca not Stand It ' , ' Good Time Tonight ' and ' Just A Moment Ago ' .
49118830	side	stand	can	24	24	22	22	21	21	Often this move sees two wrestlers knock down a charging opponent leaving the opponent in a position in which both wrestlers can stand either side of the fallen opponent and before elbow drops .
49144572	truth	stand	ca	20	20	18	18	16	16	Of course , he invariably deleted it because being the muslim that he is , he ca not stand the truth .
49298000	thing	stand	can	8	8	6	6	4	4	No , you simply can not stand any thing that can be damaging to the image of FLG , that everyone should join it and embrace its ideologies .
49414601	heat	stand	can	12	12	10	10	9	9	Obama made it clear to the kid that he can stand the heat - and told the kid he thought he could stand the heat too .
49539735	comparison	stand	can	32	32	31	31	30	30	Now , over fifty years on from the first tentative steps towards a new sculptural tradition , many Zimbabwean artists make their living from full-time sculpting and the very best can stand comparison with contemporary sculptors anywhere else .
49548921	garrulousness	stand	can	10	10	8	8	6	6	Now that Ted knows , he can not stand her garrulousness .
49673735	heat	stand	can	20	20	18	18	16	16	Once these dangers have been made clearer , the default recommendation should be that if users can not stand the heat they should get out of the kitchen .
50149611	idea	stand	can	44	44	42	42	40	40	Nynaeve and Elayne -LRB- who had avoided capture -RRB- managed to break her out , and Egwene ' s strength in the One Power was drastically heightened by the rigors of her damane duties , but to this day she can not stand the idea of being collared again .
50381722	stationery	stand	can	6	6	5	5	2	2	Note you can most easily stand stationery on a track bike , which has no freewheel .
50470668	criticism	stand	can	32	32	30	30	28	28	Nothing is untouchable , and there is always someone out there who doe not like what someone else is doing , or what they have , or who can not stand honest criticism .
50511591	sight	stand	can	11	11	9	9	7	7	Notorious philanderer , First Lady Ellen Mitchell can barely stand the sight of him .
50934672	friendship	stand	ca	13	13	11	11	9	9	Neev and Milind are unhappy with this as they ca not stand their friendship .
51032878	dullness	stand	can	20	20	19	19	17	17	Nevertheless , she retained her adventurous spirit and complained to a nephew in 1896 that `` I can not stand dullness for long , and life gets duller and duller as one gets older .
51295968	lover	stand	ca	20	20	30	30	28	28	Nicole ' s biggest storyline in the series had to be her relationship with co-worker Antonio Cortez , a previous lover from her past who she at first ca not stand but then falls back in love with .
51397320	shoulder	stand	can	65	65	64	64	63	63	Natasha Lesperance , of the Youth Service Bureau , praised the vision of targeting young people to build a modern future for the Seychelles nation with telecommunications and believed that internet caf e s opening in different districts would `` wean young people and children away from all vices in society , which will eventually help to build a vibrant knowledge-based society that can stand shoulder to shoulder with any developed nation in the world '' .
51463491	prison	stand	can	14	14	13	13	11	11	Nagel is friends with Raymond Hackett , a young boy who can not stand prison for he is in love with Bernice Claire and misses her terribly .
51498369	crap	stand	can	13	13	10	10	8	8	Oppose TRM is basically right -LRB- and I can not stand the usual crap about Americans being gun happy -RRB- .
51602483	idea	stand	can	14	14	12	12	10	10	On February 2 , the Familienblatt declared , that it can hardly stand the idea , that an outspoken anti-Semite is appointed head of government , and expressed its hope , that once in office the anti-Semitic movement of National Socialism will have to come to terms .
51611939	pain	stand	ca	16	16	14	14	12	12	One day he receives a message from Wang , stating that he ca not stand the pain of having to kill one of his friends , and instead decided to take his own life while giving the task of killing Kin-Fo to a bandit he once knew .
51767006	employee	stand	ca	11	11	8	8	6	6	Only Arno ' s daughter Susanne ca not stand the new employee , who he has to share an office with .
51772490	frost	stand	can	9	9	7	7	6	6	Only completely ripe and soft fruit can stand some frost ; it will then dry and become even sweeter -LRB- hence the misconception -RRB- .
52147239	injustice	stand	can	15	15	13	13	11	11	On the other hand , Vishal an angry young man , can not stand this injustice since the police had failed to arrest his brother ' s killers , and he silently resents his A .
52455013	heat	stand	ca	12	12	10	10	8	8	One is the well-known , `` If you ca not stand the heat , get out of the kitchen .
52469868	trial	stand	can	3	3	2	2	1	1	One can stand trial for discussion of the different ethnic groups .
52884448	war	stand	ca	17	17	15	15	13	13	Second Lieutenant Trotter is a rotund soldier who likes his food ; he ca not stand the war and counts down each hour that he serves in the front line by drawing circles onto a piece of paper and then colouring them in .
53589526	brutality	stand	ca	16	16	14	14	12	12	Rumata ' s love-interest , a young commoner named Kira , who ca not stand the brutality and horrors of fascist Arkanar any longer , asks to stay in Rumata ' s house .
53683640	woman	stand	can	9	9	7	7	5	5	Rohit has weaknesses , he can not stand any woman being called a prostitute , because his mom , Sonu was one , and he has fallen hard for a married woman , Gauri -LRB- Shilpa Shetty -RRB- , who is enduring a marriage with a phsycially abusive spouse .
53745189	cold	stand	can	36	36	34	34	33	33	Rose says to her that she will die tonight , as in the fairy tale , but the girl answers that no one knows what will be and that she is young and can stand the cold .
53749069	fact	stand	can	10	10	8	8	6	6	Rosie later leaves home as she can not stand the fact that Kevin has baby Jack inside the house .
53843349	injustice	stand	ca	23	23	21	21	19	19	She rose to national fame with her TV series Rajani -LRB- 1985 -RRB- where she played a housewife who ca not stand any injustice and solves public social issues .
53895050	anything	stand	can	5	5	4	4	3	3	She says she can stand anything with her family .
53898817	Raven	stand	can	12	12	10	10	8	8	She seems to be the only person who can apparently stand Mrs Raven as a friend , and vice versa .
53919661	home	stand	can	18	18	16	16	14	14	She proposes to her father that they should return to Andhra Pradesh because she can not stand their home without her mother and Simhadri ignores her now .
53971953	fact	stand	can	21	21	19	19	17	17	She then runs away into a set of secret tunnels under the Clans ' territories because she can not stand the fact that her birth is against the warrior code , which means a lot to her .
54078773	look	stand	can	21	21	19	19	17	17	She defends herself saying she likes her job and does not like interaction with people because she can not stand the look on their faces when they realize she is deaf .
54082318	vomit	stand	ca	11	11	10	10	8	8	She describes herself as a `` bulimic who ca not stand vomit '' .
54096233	thought	stand	ca	14	14	12	12	10	10	She believes that Combusken and Blaziken are ugly , and ca not stand the thought of not being cute and adorable anymore , so she refuses to evolve .
54112320	thought	stand	can	15	15	13	13	11	11	She becomes very possessive about him to the point where she can not stand the thought of another woman trying to woo him .
54484750	Rain	Stand	Ca	19	19	17	17	15	15	She would later record `` Breaking Up Somebody ' s Home '' and `` I Ca not Stand the Rain '' , a song championed by John Lennon and sampled by Missy Elliott .
54576450	behavior	stand	can	8	8	5	5	3	3	Sergent Waters especially can not stand the light-hearted behavior from the fellow black men in the platoon .
54602984	attitude	stand	can	6	6	3	3	1	1	She can not stand his laid-back attitude and witticisms , and he considers her an uncaring snob and enjoys arousing her temper .
54602987	sunlight	stand	can	4	4	3	3	1	1	She can not stand sunlight and is as a result much healthier at night .
54602988	smell	stand	can	5	5	3	3	1	1	She can not stand the smell of gyoza .
54603374	push	stand	can	4	4	2	2	1	1	She can stand a push , the other was nothing but air '' .
54970158	way	stand	can	25	25	22	22	20	20	Seylin tries to fit in with them but can not because he is so different from them and because he can not stand the horrible way Sable is treated .
54974611	thought	stand	can	5	5	3	3	1	1	Sforza can not stand the thought of her ever marrying another man .
55041131	Rain	Stand	Can	21	21	18	18	17	17	The songs from the album come from the same sessions that produced the highly acclaimed LP I Can Stand A Little Rain -LRB- 1974 -RRB- .
55060889	Rain	Stand	Can	17	17	14	14	13	13	The song has also been covered by Joe Cocker on his album I Can Stand a Little Rain -LRB- 1974 -RRB- and by Tony Award nominated actress and cabaret chanteuse Sharon McNight , as well as American alt-country chanteuse Neko Case .
55137484	father	stand	can	6	6	4	4	2	2	The son can not stand his father ' s hate , and suddenly wages war all alone against the whole Timbira tribe .
55259776	ceremony	stand	can	13	13	17	17	16	16	The situation is resolved by the conclusion , with Sirella admitting during the ceremony that nothing can stand between `` the beating of two Klingon hearts '' .
56167501	shade	stand	can	44	44	42	42	40	40	These include sleeping with the lights on `` so I always know where I am when I wake up from the bad dreams '' , removing the house ' s phones and closing the curtains at sunset , because he can not stand the shade of yellow-orange that reminds him of 1408 before he saved himself .
56222666	eye-to-eye	stand	can	5	5	3	3	2	2	So they can stand `` eye-to-eye '' , but not `` pair-of-eyes-to-pair-of-eyes '' .
56295089	stance	stand	ca	10	10	6	6	3	3	Sorry , i ca not just stand the near schizophrenic stance , we welcome them and yet we find them rather too meddlesome .
57165181	implication	stand	can	13	13	11	11	9	9	Some people insist that he must , and some can not stand any implication that he might .
57261241	suit	stand	ca	15	15	13	13	11	11	Some of the new hires that we get at work just ca not stand the suit and quit shortly after getting into the suit .
57302055	sight	stand	can	25	25	23	23	21	21	Soldiers and police keep on bringing more bodies , some of them are so mutilated that even the toughest of men can not stand the sight .
57363163	Signifying	Stand	Ca	26	26	24	24	22	22	Some of his recordings of the 1960s such as `` It ' s A Mess I Tell You '' and `` I Ca not Stand No Signifying , '' portended the emerging soul-blues style of the 1970s .
57661068	upright	stand	can	26	26	25	25	24	24	The flip books are made of cardstock pages bound by metal spirals , and the back covers have accordion folds so that the books can stand upright on a table .
58118242	criticism	stand	can	20	20	18	18	16	16	The dominating hard-left majority -LRB- in the political topics -RRB- of contributors to the German Wikipedia can not stand any criticism .
58252879	shoulder-to-shoulder	stand	can	49	49	48	48	47	47	The extreme ease of visually distinguishing whether Carrie or Caroline is the active personality -LRB- hairstyle and eyes -RRB- being set aside for the moment , Kaoru and her teammates are shocked to learn that Carrie is just as zero-sum regarding Minamoto as they themselves are and can stand shoulder-to-shoulder with them in terms of power .
58367230	vibration	stand	can	16	16	14	14	13	13	The Four is an excellent hackabout for specialized local use - if you can stand the vibration .
58410319	silence	stand	Ca	14	14	12	12	10	10	The first solo single of Rea Garvey is called ' Ca not stand the silence ' and was released on 9 September 2011 .
58782339	drought	stand	can	20	20	14	14	13	13	The eggs are released in batches , have a thick shell , and can stand freezing temperatures as well as drought , enabling the population to survive from one season to the next .
58905468	ground	stand	can	10	10	8	8	7	7	The idea that men are confident and can stand their ground has a connection in women ' s minds that they are masculine which makes them appear to have facial masculinity and developmental stability .
58932480	level	stand	can	9	9	5	5	3	3	The human ear can typically stand a sound pressure level of 120db before feeling pain .
59640537	identification	stand	can	21	21	15	15	13	13	The lower courts , however , reasoned that `` Webb ' s alibi can not stand against Alfaro ' s positive identification of him .
60007587	man	stand	ca	14	14	12	12	10	10	That is simply the jealous spirit of wik writers who ca not stand a man who will likley be important , and is not afraid to believe that , and is not afraid to go into the streets of Hamilton and stand on platforms to read his manifesto - - being a championed English undergrad - - or at McMaster , or wherever .
60075975	test	stand	can	20	20	18	18	17	17	That may be more Kingston Trio than most fans feel they need , but not more than can stand the test of listening .
60096265	colour	stand	can	13	13	9	9	7	7	That I can bear , but I can not stand spelling neighbour or colour the American way .
60365986	Pain	Stand	Ca	8	8	6	6	4	4	Terry Anderson and `` Ca not Stand the Pain '' , but the Georgia Satellites never had another Top 40 hit .
60730635	reality	stand	ca	11	11	8	8	6	6	Stop being biased i know you ca not stand this mire reality .
61438551	sun	stand	can	21	21	16	16	15	15	The cape includes a high cliff with a large flat plateau on top where visitors can stand and watch the midnight sun or the views of the Barents Sea to the north .
61603345	video	Stand	Ca	29	29	24	24	22	22	The DVD , entitled Boys in the Band , is a collection of live shows , band interviews , and the `` Ca not Stand Me Now '' promotional video .
61731078	iron	stand	can	16	16	13	13	11	11	The enemy say we are good at long shot , but can not stand the cold iron !
61823355	upright	stand	can	12	12	11	11	10	10	The cutting is then planted sufficiently deeply so that it can stand upright .
62088750	view	stand	can	32	32	37	37	36	36	Stronach supported trade with the United States but said she would like to re-examine and review parts of the North American Free Trade Agreement -LRB- NAFTA -RRB- to ensure , in her view , that Canadians can stand on a more equal footing with U .
62643978	traffic	stand	can	18	18	14	14	13	13	These roads typically have a concrete median with a sentry box where police can stand guard and monitor traffic .
62769394	company	stand	can	14	14	12	12	10	10	The Roman businessman Fausto Di Salvio is a man who can not stand his company and its way of life sloppy and emotionless .
62968212	Edition	Stand	Ca	28	28	21	21	19	19	There were three singles to the album , along with music videos , as the first two -LRB- `` Ca not Stand the Pain '' and `` Limited Edition '' -RRB- were released before the album , and the third one , called `` Victim '' came few months after the studio album .
62980329	Edition	Stand	Ca	29	29	22	22	20	20	There were totally three singles to the album , along with music videos , as the first two -LRB- `` Ca not Stand the Pain '' and `` Limited Edition '' -RRB- were released before the album , and the third one , called `` Victim '' came few months after the studio album .
63213252	upright	stand	can	14	14	13	13	12	12	The seats are hinged and lift up so the monk or nun can stand upright for the services .
63290729	heat	stand	ca	19	19	17	17	15	15	The satellite has a Danger Room-like training room nicknamed The Kitchen because `` if you ca not stand the heat .
63471777	fact	stand	ca	6	6	4	4	2	2	The girls ca not stand the fact she ' s played around with him - all these 13-year-olds do not like their beloved Spencer being treated badly !
63570633	Heat	Stand	Ca	19	19	17	17	15	15	The image I have chosen to upload is the cover of the album If You Ca not Stand the Heat by rock band Status Quo .
63578287	page	Stand	Ca	15	15	12	12	10	10	The image itself will be placed on the If You Ca not Stand the Heat page in the right-hand information box that states information about the album , the image will be placed there , the whole purpose is to show anyone who uses that page what the particular album cover looks like , as there has been no picture of the album there in the past .
63674213	Down	Stand	Ca	17	17	15	15	13	13	Their song `` Me and Jesus '' from their 2006 album `` We Ca not Stand Sitting Down '' hit No .
63800010	snow	stand	can	13	13	12	12	10	10	The indigenous inhabitants of the Andes say although the cherimoya can not stand snow , it does like to see it in the distance .
64095128	chance	stand	can	42	42	46	46	45	45	The Gods of Evil manipulate situations to present Gilean with a case where he can only side with them , such as in the Chaos War where Takhisis forces Gilean to side with her Dark Knights , as they are the only chance that mortals can stand against Chaos .
64480752	presence	stand	can	15	15	6	6	4	4	Though the two initially can not stand each other and resent each other ' s presence , Murtaugh gains respect for Riggs when Riggs save his life .
64806336	comparison	stand	can	38	38	37	37	36	36	Throughout his nearly thirty novels his genre has been almost entirely impossible crimes , and as a critic has said `` Although strongly influenced by Carr and Christie , his style is his own and he can stand comparison with anyone for the originality of his plots and puzzles and his atmospheric writing .
64961947	Rain	Stand	Ca	16	16	14	14	12	12	Tina Turner ' s version In 1984 Tina Turner recorded `` I Ca not Stand the Rain '' for her fifth solo album , Private Dancer , and released it as a single in early 1985 .
64982280	violence	stand	ca	10	10	9	9	7	7	Tiana - A small woodland fairy who ca not stand violence and is willing to lend a helping wing .
65031225	anything	stand	can	6	6	5	5	4	4	To prove their relationship can stand anything Mitchell gets ready to cut off his beard , but after only cutting a single part of it Cameron tell him he loves his beard .
65468429	sausage	stand	can	24	24	20	20	19	19	They are typically a metal wagon with an open window to the street , and a counter where one can stand and eat the sausage .
65580159	mertis	stand	can	9	9	5	5	2	2	This article can and should stand on it own mertis because I have sourced all notability listed .
65658412	soil	stand	can	26	26	16	16	14	14	This apple tree responds well to plenty of water and is very strong but can not stand frost -LRB- fruits tend to burst -RRB- or dry soil .
65710129	one	stand	can	22	22	14	14	12	12	This creates a sense that they are `` needed '' ; they can not stand the thought of being alone and no one needing them .
65786122	upright	stand	can	19	19	18	18	17	17	They can also be reused more easily as trash bags since they , unlike plastic bags , can stand upright on their own and hold more volume .
65794981	heat	stand	ca	22	22	20	20	18	18	They can most of the time be autoclaved , but some stones , such as opals and corals ca not stand the heat and should be cleaned some other way .
65795733	negativity	stand	can	4	4	3	3	1	1	They can not stand negativity being addressed to them from verbal attacks .
65795734	light	stand	can	5	5	3	3	1	1	They can not stand the light of public exposure .
65865645	guy	stand	ca	6	6	3	3	1	1	They ca not stand this poor guy .
65870715	Rain	Stand	Ca	16	16	14	14	12	12	They cited `` Come on in My Kitchen '' and `` I Ca not Stand the Rain '' as highlights , but did not enjoy her versions of `` Black Crow '' or `` Hellhound on My Trail '' .
65997464	criticism	stand	can	7	7	6	6	4	4	They love compliments and can not stand criticism of the way they wear their tentacles on their heads , something that makes them particularly angry .
66189431	glare	stand	can	29	29	27	27	25	25	They surround the alien ' s spaceship , but in the end it is the teenagers who defeat the aliens when they discover that they can not stand the glare from their car headlights .
66432554	upright	stand	can	5	5	4	4	2	2	This form can not stand upright while the candles are lit .
66897779	language	stand	can	25	25	18	18	17	17	The novel was also reviewed by Maureen Carlyle for Shots , who opined that `` if you can stand the extreme violence and the ripe language , this is a pacey tale , and you ca not dislike Dan , no matter how hard you try '' .
67108939	smell	stand	can	11	11	9	9	7	7	Then even the actors on the screen can not stand the smell and stop performing .
67221614	bit	stand	can	14	14	11	11	10	10	The more immediate one is helping SA to feel he can stand back a bit from the line of direct confrontation , in favor of more dispute-skilled others who can help him better , when an actual problem conduct or dispute is at hand .
67297371	Pain	Stand	Ca	22	22	20	20	18	18	The next year , on June 24 , 2011 Sevi released their first official single and video `` Ca not Stand The Pain '' .
67326483	Rain	Stand	Can	41	41	38	38	37	37	The next day in Melbourne , assault charges were laid after a brawl at the Commodore Chateau Hotel , At the end of 1973 , Cocker returned to the studio to record a new album , I Can Stand A Little Rain .
67704539	cold	stand	can	31	31	29	29	27	27	The Keepers , Amanda , and Jez meet up and discover that Maleficent is going to free Chernabog at Expedition Everest , due to the fact Maleficent can only stand the cold .
67761354	energy	stand	can	34	34	32	32	30	30	The last attack of Lightning Tiger is constantly feeding electrical energy and immobilizing her body -LRB- a similar principle to electrocution -RRB- and has such power that even Fire Dragon can not stand the energy for too long , when Gangryong touches her the power feedback puts him on his knees and later he loses consciousness .
68253569	ambiguity	stand	ca	28	28	27	27	25	25	The only purpose of the Manual of Style , for example , appears to be -LRB- 1 -RRB- to be written to by people who ca not stand ambiguity -LRB- 2 -RRB- to create sticks to hit other editors over the head with .
68291090	exposure	stand	can	23	23	21	21	20	20	The only thing that can kill him is being directly in sunlight for a period of time , though he can stand indirect exposure with discomfort .
68326869	alcohol	stand	can	38	38	36	36	34	34	Theorizing that the aliens were hypersensitive to ethanol , he doses the dead preacher ' s zombie brother , still chained in the basement , with whiskey with mixed results ; the alien parasite can not stand the alcohol , but this causes the zombie ' s head to explode .
68642169	sea	stand	can	11	11	9	9	7	7	The opposite of the stereotypical Viking ; can not stand the sea or see blood without vomiting violently .
69034835	music	stand	ca	12	12	10	10	8	8	The reason , said Dury , `` I ca not stand his music .
69202599	view	stand	can	18	18	16	16	14	14	The problem is that Andelousi has so much affection toward Islam and Muhammad and can not stand no view other than traditional Muslim views .
69240743	contact	stand	can	16	16	14	14	11	11	The printed image is much more durable than wax , but can still only stand slight contact with water .
69400685	difference	stand	can	14	14	12	12	10	10	There certainly was a difference on opinion , but Direktor can not stand a difference in opinion .
69409774	knife	stand	ca	24	24	22	22	20	20	There ' s nothing inherently non-neutral about `` criticism of xxx '' , just as there is no reason you ca not stand a knife in its tip .
69500868	Myself	Stand	Ca	55	55	54	54	52	52	There Was a Time '' was recorded in July 1967 during a live performance at the Apollo Theater in a medley with `` Let Yourself Go '' and `` I Feel All Right '' , and was first released November 1967 in edited form as the B-side of the single `` I Ca not Stand Myself -LRB- When You Touch Me -RRB- '' .
69663384	punch	stand	can	6	6	3	3	2	2	The references can stand a good punch , the image has a tag , it ' s fine ; D FAC is sure a long way to go , so good luck with it .
70005409	state	stand	can	14	14	11	11	9	9	There is a reason so many young Jewish youths can not stand the Zionist state and what it has become now .
70244235	jealousy	stand	can	11	11	7	7	5	5	There are times when Midge can not stand Moose ' s jealousy and ends up scolding him , but every time he just wants to give Midge some space , she decides that she prefers the old Moose .
70405526	test	stand	can	9	9	7	7	6	6	We are for verifiable facts that can stand the test of time .
70443933	stress	stand	can	12	12	9	9	8	8	We can say that mechanically the lumbar vertebrae can stand a static stress of 800 kp or a dynamic stress during 0 .
70446146	kind	stand	ca	6	6	3	3	1	1	We ca not stand all this kind of going on .
70446147	Down	Stand	Ca	5	5	3	3	1	1	We Ca not Stand Sitting Down -LRB- 2006-2007 -RRB- In July 2006 , Stellar Kart released their second studio album We Ca not Stand Sitting Down .
70446147	Down	Stand	Ca	25	25	23	23	21	21	We Ca not Stand Sitting Down -LRB- 2006-2007 -RRB- In July 2006 , Stellar Kart released their second studio album We Ca not Stand Sitting Down .
70477364	flavor	stand	ca	21	21	18	18	16	16	We have a great variety of dishes which are normally prepared with chili ; many people ca not stand the spicy flavor of mexican dishes , but once you get used to it , you ca not stop eating it !
70689002	living	stand	can	8	8	7	7	6	6	What I wonder is how people can stand living in places like Yuma , Arizona , where it gets up to 120 degrees in summer .
70808625	scrutiny	stand	can	14	14	13	13	11	11	WB misrepresents me at every opportunity and his evidence against me can not stand scrutiny .
70892310	tedium	stand	can	10	10	8	8	7	7	Watching them , I wonder how they can stand the tedium !
71009290	defeat	stand	ca	18	18	17	17	15	15	We know he ' s going to claim we ' re all sockpuppets because he ca not stand defeat - - but , anyone who has the means of checking , can certainly find out the truth - - like I said , there are a number of wiki MEMBERS on here that have sided with KEEPING the article .
71047252	pain	stand	can	8	8	6	6	3	3	When a player can no longer stand the pain they declare defeat by shouting `` Mercy !
71357399	upright	stand	can	18	18	17	17	16	16	Wampus CatThe Wampus Cat is a mythical creature that normally is portrayed as a cougar that can stand upright .
71880127	aging	stand	can	5	5	3	3	2	2	The wine can stand some aging -LRB- depending on variety -RRB- , and after a period of four-to-ten years , it achieves a floral quality as well .
72314839	test	stand	can	36	36	34	34	32	32	The trial judge found that the article ' s purpose was consistent with the purpose of the magazine , namely , `` to combat all religious and social beliefs and customs that can not stand the test of reason and to endeavor to create a scientific and tolerant mentality among the masses of the country '' .
72596517	anything	stand	can	13	13	12	12	10	10	The thinking that is currently available claims that the person can not stand anything that is finished , or that they do not want something to be over as they like it too much .
72738629	light	stand	can	13	13	11	11	9	9	This book described mimics as `` subterranean creatures which can not stand the light of the sun .
72949771	behavior	stand	can	23	23	18	18	16	16	Upon arriving at the home , Peter fits in well with the cowboys , but Brian can not stand the racism and homophobic behavior of the local residents .
73003119	bit	stand	can	14	14	12	12	11	11	Unstable materials , being generally softer and thus tougher , generally can stand a bit of flexing without breaking , which makes them much more suitable for unfavorable machining conditions , such as those encountered in hand tools and light machinery .
73035395	upright	stand	can	10	10	9	9	8	8	Unlike an elongated ellipsoid , an elongated superegg can stand upright on a flat surface , or on top of another superegg .
73102134	upright	stood	can	8	8	7	7	4	4	Unlike kegs , which can be simply stood upright on the floor , casks are used lying on their sides .
73190165	Rain	Stand	Ca	30	30	28	28	26	26	Turner reappears to perform `` Help '' , `` Let ' s Stay Together '' , `` Undercover Agent for the Blues '' and `` I Ca not Stand the Rain '' in an acoustic setting .
73306328	superintendent	stand	can	8	8	14	14	11	11	Under these circumstances , we agree with the superintendent that Frederick can not ' stand in the midst of his fellow students , during school hours , at a school-sanctioned activity and claim he is not at school .
73351870	Rain	Stand	Ca	31	31	29	29	27	27	Twelve songs appear , seven of them covers , `` Grooving With Jesus '' originally released by gospel legends The Violinaires , Ann Peebles song `` I Ca not Stand the Rain '' once referred to by John Lennon as the perfect single ; `` Anna -LRB- Go to Him -RRB- '' originally written and performed by Arthur Alexander and `` Oh La-De-Da '' by The Staple Singers .
73407342	idea	stand	ca	26	26	24	24	22	22	Two years after the end of the first Space War the transition into the Human ways becomes difficult to some Zentradi who ca not stand the idea of a pacified life .
73555185	Rain	Stand	Ca	14	14	12	12	10	10	Two Trains '' , `` Easy Money '' and `` Ca not Stand the Rain '' were cover versions .
75114192	heat	stand	can	8	8	6	6	5	5	Yesterday he determined that he can stand the heat , but it is his concern for his wife , his children , his marriage and his friends .
75259408	punishment	stand	can	31	31	29	29	28	28	Wilson ' s major claim for its advantage was that the epicyclic system allowed control through a brake , rather than through a clutch , `` a brake can stand more punishment than a clutch and is easier to judge in its application '' .
75548061	Rain	Stand	Can	27	27	25	25	23	23	Written and produced by Jimmy Jam and Terry Lewis with Johnny Gill , Ralph Tresvant and Ricky Bell on lead vocals , `` Can You Stand the Rain '' is about a relationship presently going well , but the man is asking the woman if he can count on her to remain by his side should things ever become stormy .
75804864	number	stand	can	55	55	14	14	13	13	With such a tenuous relationship , I fail to see how the article can stand on supposed merits all its own without the existence of articles on Sinofascism , Russofascism , Germofascism , Francofascism , Norgefascism , Danofascism , Svecofascism , Spanofascism , Italofascism , Wallacofascism , Bulgarofascism , Magyarifascism , Czechofascism , and any number of other - fascisms .
75889978	attention	stand	can	25	25	16	16	15	15	With more effective data collection coupled with the on-going awareness , we feel that we can stand together with the nation and demand immediate medical attention for this treatable disease .
75981447	Rain	Stand	Can	62	62	60	60	58	58	With Gill , the oldest member , as one of the lead singers -LRB- along with Tresvant , who ended up staying with New Edition and delaying the launch of his solo career -RRB- on the album Heart Break , the group developed a more mature , adult sound , hitting the charts with songs such as `` Can You Stand The Rain '' , `` N .
76194584	despair	stand	can	5	5	3	3	1	1	Vash can not stand the despair of being alone , whereas Knives revels in his loneliness and has no desire for any company other than Vash .
76277421	ground	stand	can	25	25	23	23	22	22	While known for their ability in this type of hunting , they can lose their ability to pace themselves and on occasion can stand their ground when they believe that they have chased their prey up a tree , even if they have not .
76560330	boy	stand	ca	12	12	9	9	7	7	When Hiroshi joins the class , she ca not stand the annoying boy , but slowly does develop hidden romantic feelings towards him as the series goes on .
76695214	fug	stand	can	9	9	4	4	2	2	While she can not stand the `` smoke and fug '' of running a witch ' s tent in the market , she keeps her market stall dim , smoky , and with a dense herbal smell because her customers expect it .
76792297	status	stand	can	12	12	9	9	7	7	When Jorge reaches the breaking point and can not stand the current status of his relationship with Laura , he cheats on her with Carola .
76809967	heat	stand	ca	21	21	19	19	17	17	When the Snowman starts to melt , Statler and Waldorf heckle the Snowman stating `` If you ca not stand the heat , get out of the farmhouse '' as Fozzie takes the Snowman to the back porch .
76863792	fact	stand	can	21	21	19	19	17	17	When they find out she is in love with Jack , he is glad , but she can not stand the fact he loves to go exploring and push his shopping cart around to collect things he finds on his expeditions .
76912828	beverage	stand	can	11	11	9	9	7	7	When he refuses , as he still can not stand the beverage after the events of the previous book , Castafiore turns into a huge bird-like creature and begins to attack Haddock .
76927223	Interest	stand	can	30	30	28	28	27	27	When he learned of the terms of the purchase , Washington informed Custis that `` No Virginia Estate -LRB- except a few under the best management -RRB- can stand simple Interest how then can they bear compound Interest '' .
76936673	ground	stand	can	23	23	21	21	20	20	When piloting her Sacred Mechanoid , she can easily defeat any opponent except for Kenshi , the only one who can stand his ground against her .
76976096	idea	stand	ca	6	6	4	4	2	2	When Monk ca not stand the idea that so many towels will be rolled , Kamakele offers him and Natalie the bungalow where Mrs .
77087031	comparison	stand	can	13	13	12	12	10	10	Visconti found difficulties in his action as bishop , which can not stand comparison with Charles Borromeo ' s one .
77116763	behavior	stand	ca	19	19	14	14	12	12	Vivek recalls this and states that Rana committed this murder because he ca not stand the chief ' s behavior towards Trishna , but Rana neither agrees or denies this statement .
77262142	expansion	stand	can	14	14	12	12	11	11	While I believe the section of the aftermath of the war can stand some expansion - especially by detailing the effects the war had on the Roman approach to the institution of slavery -LRB- if there were any -RRB- - this is beyond my current research materials , and I believe that the history of the Third Servile War is rigorously detailed in the article as it stands .
77324399	ease	stand	can	14	14	13	13	11	11	Whining about the template is silly and smacks of someone who can not stand ease of navigation .
